         488811 function calls (488683 primitive calls) in 31.057 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      111    0.013    0.000    0.014    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_variables.py:22(select)
     5667    0.013    0.000    0.013    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_types.py:120(__getattr__)
      102    0.000    0.000    0.013    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:385(disp_trim)
     2883    0.011    0.000    0.011    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py:69(__call__)
     5555    0.008    0.000    0.011    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/linalg/linalg.py:135(_makearray)
     2889    0.011    0.000    0.011    0.000 {built-in method numpy.array}
     8334    0.007    0.000    0.011    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:310(nsamples)
    30951    0.010    0.000    0.010    0.000 {built-in method builtins.hasattr}
    30985    0.010    0.000    0.010    0.000 {built-in method builtins.isinstance}
     8350    0.009    0.000    0.009    0.000 {method 'astype' of 'numpy.ndarray' objects}
      222    0.001    0.000    0.008    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy_sugar/_array.py:50(is_all_finite)
     7765    0.008    0.000    0.008    0.000 {built-in method builtins.max}
     8338    0.005    0.000    0.008    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/linalg/linalg.py:153(_realType)
    12455    0.008    0.000    0.008    0.000 {built-in method numpy.asarray}
      111    0.002    0.000    0.007    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_types.py:26(__init__)
      111    0.004    0.000    0.007    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy_sugar/linalg/dot.py:29(ddot)
      222    0.001    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/core/fromnumeric.py:2177(sum)
    48128    0.006    0.000    0.006    0.000 {built-in method unicodedata.east_asian_width}
    11088    0.006    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/_util/_svd.py:44(US)
      224    0.001    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
     2783    0.006    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/linalg/linalg.py:130(get_linalg_error_extobj)
12942/12940    0.005    0.000    0.005    0.000 {built-in method builtins.len}
     5667    0.005    0.000    0.005    0.000 {built-in method math.exp}
     8338    0.003    0.000    0.005    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/linalg/linalg.py:140(isComplexType)
     2772    0.005    0.000    0.005    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
      111    0.001    0.000    0.005    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:392(delta)
      112    0.001    0.000    0.004    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:666(__new__)
